出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1110217,11101,4119,旭富,生技醫療業,63422,39412,127066,60.92053182,-50.08735618,63422,127066,-50.08735618,因火災影響產線，租賃廠房產能貢獻仍有限
1110217,11101,4133,亞諾法,生技醫療業,34836,32397,44034,7.528474859,-20.88840441,34836,44034,-20.88840441,-
1110217,11101,4137,麗豐-KY,生技醫療業,356980,436654,428088,-18.24648349,-16.61060343,356980,428088,-16.61060343,-
1110217,11101,4141,龍燈-KY,生技醫療業,857981,1659842,470116,-48.30947765,82.50410537,857981,470116,82.50410537,主要增長來自於歐洲區，其中與合作伙伴發展烏克蘭業務，另外英國去年12月銷售延遲至本月。
1110217,11101,4142,國光生,生技醫療業,3102,53447,821,-94.19611952,277.8319123,3102,821,277.8319123,本月營收較去年同期增加主因為子公司銷售增加所致
1110217,11101,4148,全宇生技-KY,生技醫療業,119692,217442,115077,-44.95451661,4.010358282,119692,115077,4.010358282,-
1110217,11101,4155,訊映,生技醫療業,145615,147082,101700,-0.997402809,43.18092429,145615,101700,43.18092429,-
1110217,11101,4164,承業醫,生技醫療業,219627,475310,185814,-53.79289306,18.19722949,219627,185814,18.19722949,-
1110217,11101,4190,佐登-KY,生技醫療業,237034,270270,265276,-12.2973323,-10.6462703,237034,265276,-10.6462703,-
1110217,11101,4306,炎洲,塑膠工業,1294378,1427390,1288713,-9.318546438,0.43958585,1294378,1288713,0.43958585,-
1110217,11101,4414,如興,紡織纖維,1331669,1288430,1223675,3.355944832,8.825382557,1331669,1223675,8.825382557,-
1110217,11101,4426,利勤,紡織纖維,78077,76617,85240,1.905582312,-8.403331769,78077,85240,-8.403331769,-
1110217,11101,4438,廣越,紡織纖維,1096683,1487360,600145,-26.26647214,82.73633872,1096683,600145,82.73633872,訂單遞延及客戶需求增加，帶動營收增長。
1110217,11101,4439,冠星-KY,紡織纖維,687020,588047,517928,16.83079754,32.64778116,687020,517928,32.64778116,-
1110217,11101,4440,宜新實業,紡織纖維,146860,154818,131153,-5.140229172,11.976089,146860,131153,11.976089,-
1110217,11101,4526,東台,電機機械,544190,813826,585796,-33.13189797,-7.102472533,544190,585796,-7.102472533,-
1110217,11101,4532,瑞智,電機機械,2092937,1778105,1891854,17.70604098,10.62888574,2092937,1891854,10.62888574,-
1110217,11101,4536,拓凱,其他,798891,848757,788019,-5.875179822,1.379662166,798891,788019,1.379662166,-
1110217,11101,4540,全球傳動,電機機械,278854,284290,141398,-1.912131978,97.21212464,278854,141398,97.21212464,"市場需求提升及公司積極拓展業務,致營收較去年同期成長97.21%"
1110217,11101,4545,銘鈺,電子零組件業,188969,182213,169173,3.707748624,11.70163087,188969,169173,11.70163087,-
1110217,11101,4551,智伸科,汽車工業,908621,705286,764702,28.83014834,18.82027247,908621,764702,18.82027247,-
1110217,11101,4552,力達-KY,電機機械,472620,529269,391263,-10.70325298,20.79343051,472620,391263,20.79343051,-
1110217,11101,4555,氣立,電機機械,164960,137059,152664,20.35692658,8.054289158,164960,152664,8.054289158,-
1110217,11101,4557,永新-KY,汽車工業,262643,273660,171782,-4.025798436,52.89320185,262643,171782,52.89320185,"本月營收比去年同期增加52.89%，主因為北美營收增長及新增合併子公司泓輔增加29,225仟元"
1110217,11101,4560,強信-KY,電機機械,124107,170462,124121,-27.19374406,-0.011279316,124107,124121,-0.011279316,-
1110217,11101,4562,穎漢,電機機械,65373,56789,63215,15.11560337,3.413746737,65373,63215,3.413746737,-
1110217,11101,4564,元翎,電機機械,210454,219501,206442,-4.121621314,1.94340299,210454,206442,1.94340299,-
1110217,11101,4566,時碩工業,電機機械,433996,345781,452308,25.51181239,-4.048568674,433996,452308,-4.048568674,-
1110217,11101,4571,鈞興-KY,電機機械,263884,206941,285503,27.51653853,-7.572249679,263884,285503,-7.572249679,-
1110217,11101,4572,駐龍,電機機械,36435,31074,21021,17.25236532,73.32667333,36435,21021,73.32667333,"航太景氣可望逐步復甦,客戶需求增加,營收隨之成長"
1110217,11101,4576,大銀微系統,電機機械,292793,258672,213407,13.19083627,37.1993421,292793,213407,37.1993421,-
1110217,11101,4581,光隆精密-KY,汽車工業,85017,82929,80371,2.517816445,5.780692041,85017,80371,5.780692041,-
1110217,11101,4720,德淵,化學工業,334387,313125,333512,6.790259481,0.262359375,334387,333512,0.262359375,-
1110217,11101,4722,國精化,化學工業,468424,439241,418667,6.643960832,11.8846243,468424,418667,11.8846243,-
1110217,11101,4737,華廣,生技醫療業,100995,180301,210797,-43.98533563,-52.0889766,100995,210797,-52.0889766,"因主要客戶受疫情船運影響,故同期營收差異較大。"
1110217,11101,4739,康普,化學工業,708304,659151,549362,7.457016678,28.9321067,708304,549362,28.9321067,-
1110217,11101,4746,台耀,生技醫療業,286048,321307,239225,-10.97361713,19.57278713,286048,239225,19.57278713,-
1110217,11101,4755,三福化,化學工業,586173,512194,326140,14.44355069,79.73048384,586173,326140,79.73048384,因原料漲價而調整價格及新產品與部分工程認列
1110217,11101,4763,材料-KY,化學工業,272487,277052,230499,-1.647705124,18.21613109,272487,230499,18.21613109,-
1110217,11101,4764,雙鍵,化學工業,306969,237157,311456,29.4370396,-1.440652933,306969,311456,-1.440652933,-
1110217,11101,4766,南寶,化學工業,1634099,1691091,1634821,-3.370132063,-0.044163856,1634099,1634821,-0.044163856,-
1110217,11101,4770,上品,化學工業,435794,402666,244251,8.227165939,78.42055918,435794,244251,78.42055918,較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致
1110217,11101,4807,日成-KY,貿易百貨,136005,129945,139116,4.663511486,-2.236263262,136005,139116,-2.236263262,-
1110217,11101,4904,遠傳,通信網路業,8040723,8091933,7417245,-0.632852496,8.405789481,8040723,7417245,8.405789481,-
1110217,11101,4906,正文,通信網路業,1725958,2052728,1701474,-15.91881633,1.438987607,1725958,1701474,1.438987607,-
1110217,11101,4912,聯德控股-KY,電子零組件業,519694,536780,609547,-3.18305451,-14.74094697,519694,609547,-14.74094697,-
1110217,11101,4915,致伸,電子零組件業,5880511,6685077,7182142,-12.03525404,-18.1231588,5880511,7182142,-18.1231588,-
1110217,11101,4916,事欣科,電腦及週邊設備業,149756,168831,113713,-11.29828053,31.6964639,149756,113713,31.6964639,-
1110217,11101,4919,新唐,半導體業,3436678,3392875,3206926,1.291028995,7.16424389,3436678,3206926,7.16424389,-
1110217,11101,4927,泰鼎-KY,電子零組件業,1588418,1581865,1119312,0.414257854,41.91020913,1588418,1119312,41.91020913,1月份自結數
1110217,11101,4930,燦星網,電器電纜,772569,665791,1004435,16.03776561,-23.08422148,772569,1004435,-23.08422148,-
1110217,11101,4934,太極,光電業,113340,141587,100747,-19.95027792,12.49962778,113340,100747,12.49962778,-
1110217,11101,4935,茂林-KY,光電業,828876,926686,851883,-10.55481576,-2.700722987,828876,851883,-2.700722987,-
1110217,11101,4938,和碩,電腦及週邊設備業,123138251,155780369,82418580,-20.95393547,49.40593614,123138251,82418580,49.40593614,無
1110217,11101,4942,嘉彰,光電業,710324,831609,713873,-14.58437799,-0.497147252,710324,713873,-0.497147252,-
1110217,11101,4943,康控-KY,電子零組件業,293537,303959,435593,-3.428751904,-32.61209432,293537,435593,-32.61209432,-
1110217,11101,4952,凌通,半導體業,287231,270459,240553,6.201309625,19.40445557,287231,240553,19.40445557,-
1110217,11101,4956,光鋐,光電業,114485,125406,140667,-8.708514744,-18.6127521,114485,140667,-18.6127521,-
1110217,11101,4958,臻鼎-KY,電子零組件業,10453197,20768090,10322997,-49.66702764,1.261261628,10453197,10322997,1.261261628,-
1110217,11101,4960,誠美材,光電業,990941,931070,904855,6.430343583,9.513789502,990941,904855,9.513789502,-
1110217,11101,4961,天鈺,半導體業,2038502,1889223,1392390,7.901608227,46.40309109,2038502,1392390,46.40309109,本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致
1110217,11101,4967,十銓,半導體業,585045,637937,684921,-8.291100845,-14.58211969,585045,684921,-14.58211969,-
1110217,11101,4968,立積,半導體業,276620,302772,588780,-8.637522624,-53.01810523,276620,588780,-53.01810523,本月營收較去年同期減少，主要係因各WiFi主晶片交期延後所致
1110217,11101,4976,佳凌,光電業,85145,110402,172380,-22.87730295,-50.60621882,85145,172380,-50.60621882,疫情影響缺料
1110217,11101,4977,眾達-KY,通信網路業,147132,163871,251715,-10.21474208,-41.54817949,147132,251715,-41.54817949,-
1110217,11101,4989,榮科,電子零組件業,398171,341238,292566,16.6842497,36.09612874,398171,292566,36.09612874,-
1110217,11101,4994,傳奇,資訊服務業,223112,214002,248635,4.256969561,-10.26524826,223112,248635,-10.26524826,-
1110217,11101,4999,鑫禾,電子零組件業,172835,302511,205079,-42.86654039,-15.72272149,172835,205079,-15.72272149,-
1110217,11101,5007,三星,鋼鐵工業,650468,574972,552972,13.13037852,17.63127247,650468,552972,17.63127247,-
1110217,11101,5203,訊連,資訊服務業,127491,146141,132052,-12.761648,-3.453942386,127491,132052,-3.453942386,-
1110217,11101,5215,科嘉-KY,電腦及週邊設備業,246949,326169,404867,-24.28802247,-39.00490778,246949,404867,-39.00490778,-
1110217,11101,5222,全訊,半導體業,80436,74486,69154,7.988078297,16.31431298,80436,69154,16.31431298,-
1110217,11101,5225,東科-KY,其他電子業,791790,804421,752888,-1.570197695,5.167036797,791790,752888,5.167036797,-
1110217,11101,5234,達興材料,光電業,405491,395472,383951,2.53342841,5.610090871,405491,383951,5.610090871,-
1110217,11101,5243,乙盛-KY,光電業,863457,1082006,860452,-20.19850167,0.349235053,863457,860452,0.349235053,-
1110217,11101,5244,弘凱,光電業,97141,116543,112765,-16.64793252,-13.85536292,97141,112765,-13.85536292,-
1110217,11101,5258,虹堡,電腦及週邊設備業,501757,620426,268534,-19.12701918,86.85045469,501757,268534,86.85045469,歐美地區營收成長
1110217,11101,5269,祥碩,半導體業,578572,375876,664854,53.92629484,-12.97758606,578572,664854,-12.97758606,-
1110217,11101,5283,禾聯碩,電器電纜,589350,567429,470400,3.863214605,25.2869898,589350,470400,25.2869898,-
1110217,11101,5284,jpp-KY,其他,122885,113597,120385,8.176272261,2.076670682,122885,120385,2.076670682,-
1110217,11101,5285,界霖,半導體業,549158,549042,504363,0.02112771,8.881500031,549158,504363,8.881500031,-
1110217,11101,5288,豐祥-KY,電機機械,694059,519406,486480,33.62552608,42.66958559,694059,486480,42.66958559,-
1110217,11101,5388,中磊,通信網路業,4108285,5054675,3054064,-18.7230633,34.51862829,4108285,3054064,34.51862829,-
1110217,11101,5434,崇越,電子通路業,4437861,4273728,3148636,3.840511142,40.94550783,4437861,3148636,40.94550783,-
1110217,11101,5469,瀚宇博,電子零組件業,4179925,4586878,4287557,-8.872113015,-2.510333973,4179925,4287557,-2.510333973,無
1110217,11101,5471,松翰,半導體業,336154,333546,508557,0.781901147,-33.90042807,336154,508557,-33.90042807,-
1110217,11101,5484,慧友,光電業,27452,54556,27691,-49.68106166,-0.863096313,27452,27691,-0.863096313,-
1110217,11101,5515,建國,建材營造,347485,539190,485179,-35.55425731,-28.38004118,347485,485179,-28.38004118,-
1110217,11101,5519,隆大,建材營造,211797,1360858,34180,-84.43650991,519.6518432,211797,34180,519.6518432,本期較去年同期增加主要係自建案交屋數增加認列房地銷售收入較多所致。
1110217,11101,5521,工信,建材營造,300966,417723,289548,-27.95081908,3.943387625,300966,289548,3.943387625,無
1110217,11101,5522,遠雄,建材營造,2720218,4672221,976729,-41.77890986,178.5028396,2720218,976729,178.5028396,因本月交屋較去年同期增加，致本月營收較去年增加
1110217,11101,5525,順天,建材營造,194627,264504,39872,-26.418126,388.1295144,194627,39872,388.1295144,本月母公司主要營收為科博案成屋收入
1110217,11101,5531,鄉林,建材營造,145072,1771812,29117,-91.81222387,398.2381427,145072,29117,398.2381427,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。
1110217,11101,5533,皇鼎,建材營造,323216,172368,263013,87.51508401,22.88974309,323216,263013,22.88974309,-
1110217,11101,5534,長虹,建材營造,2827488,2997256,537780,-5.66411411,425.7703894,2827488,537780,425.7703894,本月較去年同期增加，係因「交響苑」、「雲端科技」個案增加完成產權移轉予客戶認列收入所致。
1110217,11101,5538,東明-KY,鋼鐵工業,1162643,1432405,929031,-18.83280218,25.14577016,1162643,929031,25.14577016,-
1110217,11101,5546,永固-KY,建材營造,467054,621994,550885,-24.91020814,-15.21751364,467054,550885,-15.21751364,-
1110217,11101,5607,遠雄港,航運業,285455,299229,189140,-4.603163463,50.92259702,285455,189140,50.92259702,"遠雄自貿港因受惠於國內經濟成長持續擴增進/出口量能,增加收費項目以及台商回流和外商進駐,使公司營收較去年同期增加51%"
1110217,11101,5608,四維航,航運業,541898,558299,262237,-2.937673182,106.6443713,541898,262237,106.6443713,因整體運價上漲，致營收增加。
1110217,11101,5706,鳳凰,觀光事業,5690,8883,8898,-35.9450636,-36.05304563,5690,8898,-36.05304563,因新型冠狀病毒肺炎疫情影響國外團體旅遊
1110217,11101,5871,中租-KY,其他,6511733,6687361,5576642,-2.626267671,16.76799407,6511733,5576642,16.76799407,-
1110217,11101,5876,上海商銀,金融保險業,3026017,2933417,3422261,3.156728143,-11.57842724,3026017,3422261,-11.57842724,-
1110217,11101,5880,合庫金,金融保險業,3997257,4438083,4581406,-9.932802068,-12.75043076,3997257,4581406,-12.75043076,-
1110217,11101,5906,台南-KY,貿易百貨,192304,154736,174313,24.27877159,10.32108908,192304,174313,10.32108908,-
1110217,11101,5907,大洋-KY,貿易百貨,511183,437963,521233,16.71830725,-1.928120438,511183,521233,-1.928120438,-
1110217,11101,6005,群益證,金融保險業,475591,1156425,1096657,-58.87402988,-56.63265725,475591,1096657,-56.63265725,係自營產生虧損
1110217,11101,6024,群益期,金融保險業,196966,180071,224009,9.382410272,-12.07228281,196966,224009,-12.07228281,-
1110217,11101,6108,競國,電子零組件業,605239,660461,810381,-8.361129575,-25.31426576,605239,810381,-25.31426576,-
1110217,11101,6112,聚碩,資訊服務業,934329,1006058,1103873,-7.129708228,-15.35901322,934329,1103873,-15.35901322,-
1110217,11101,6115,鎰勝,電子零組件業,667858,671315,627839,-0.514959445,6.37408635,667858,627839,6.37408635,-
1110217,11101,6116,彩晶,光電業,1735178,1935251,2481360,-10.33834888,-30.07149305,1735178,2481360,-30.07149305,-
1110217,11101,6117,迎廣,電腦及週邊設備業,200141,190881,202010,4.851190008,-0.925201723,200141,202010,-0.925201723,-
1110217,11101,6120,達運,光電業,1645988,1776942,1556826,-7.369627146,5.727165399,1645988,1556826,5.727165399,-
1110217,11101,6128,上福,電腦及週邊設備業,449054,457246,361663,-1.791595771,24.16365512,449054,361663,24.16365512,-
1110217,11101,6133,金橋,電子零組件業,103972,127777,89639,-18.6301134,15.98969199,103972,89639,15.98969199,-
1110217,11101,6136,富爾特,通信網路業,44719,44179,55456,1.222300188,-19.36129544,44719,55456,-19.36129544,-
1110217,11101,6139,亞翔,其他電子業,2886294,3757098,1483731,-23.1775695,94.52946659,2886294,1483731,94.52946659,110年大陸地區受新冠肺炎疫情影響，現工程已漸漸步入正軌。臺灣地區營業收入上升主因係專案工程進入施工高峰期所致。
1110217,11101,6141,柏承,電子零組件業,319389,271850,325202,17.48721722,-1.787504382,319389,325202,-1.787504382,資料係自行結算數
1110217,11101,6142,友勁,通信網路業,182768,244904,160808,-25.37157417,13.65603701,182768,160808,13.65603701,-
1110217,11101,6152,百一,通信網路業,227266,479605,247593,-52.61392187,-8.209844382,227266,247593,-8.209844382,-
1110217,11101,6153,嘉聯益,電子零組件業,1079546,1262430,1597002,-14.48666461,-32.40171271,1079546,1597002,-32.40171271,-
1110217,11101,6155,鈞寶,電子零組件業,66586,70348,65913,-5.347700006,1.02104289,66586,65913,1.02104289,-
1110217,11101,6164,華興,光電業,92375,84484,90143,9.340230103,2.476065807,92375,90143,2.476065807,-
1110217,11101,6165,浪凡,其他,218644,343942,170993,-36.42997947,27.86722263,218644,170993,27.86722263,-
1110217,11101,6166,凌華,電腦及週邊設備業,899276,1273812,590372,-29.40276901,52.32361968,899276,590372,52.32361968,本月增減百分比達50％以上，主係供貨較為穩定，且客戶需求增加所致。
1110217,11101,6168,宏齊,光電業,238555,209441,238906,13.90081216,-0.146919709,238555,238906,-0.146919709,-
1110217,11101,6172,互億,電腦及週邊設備業,3747,4322,45120,-13.30402591,-91.69547872,3747,45120,-91.69547872,本月三角貿易金額降低
1110217,11101,6176,瑞儀,光電業,4565063,5276923,5050882,-13.49005851,-9.618498314,4565063,5050882,-9.618498314,-
1110217,11101,6177,達麗,建材營造,197879,2736374,5240,-92.76856892,3676.316794,197879,5240,3676.316794,本月營收及本年累計營收較去年同期增加，主要係本期為去年年底完工個案餘屋銷售，去年同期僅有租金收入所致。
1110217,11101,6183,關貿,資訊服務業,229200,290412,212085,-21.07764142,8.069877643,229200,212085,8.069877643,-
1110217,11101,6184,大豐電,其他,164034,174133,164915,-5.799589969,-0.534214595,164034,164915,-0.534214595,-
1110217,11101,6189,豐藝,電子通路業,3094730,2759875,2955404,12.13297704,4.714279334,3094730,2955404,4.714279334,-
1110217,11101,6191,精成科,電子零組件業,2043269,2356339,2255158,-13.2862886,-9.395749655,2043269,2255158,-9.395749655,-
1110217,11101,6192,巨路,其他電子業,587892,531532,512443,10.60331269,14.72339363,587892,512443,14.72339363,-
1110217,11101,6196,帆宣,其他電子業,3627559,4227472,2080372,-14.19082137,74.37068947,3627559,2080372,74.37068947,111年1月單月合併營收較去年同期增加，主要係工程收入增加所致。
1110217,11101,6197,佳必琪,電子零組件業,359887,380103,315461,-5.318558391,14.08288188,359887,315461,14.08288188,-
1110217,11101,6201,亞弘電,其他電子業,311242,276281,427298,12.6541456,-27.16043604,311242,427298,-27.16043604,-
1110217,11101,6202,盛群,半導體業,646206,544368,491349,18.70756547,31.51670198,646206,491349,31.51670198,-
1110217,11101,6205,詮欣,電子零組件業,199677,147069,150998,35.77096465,32.23817534,199677,150998,32.23817534,-
1110217,11101,6206,飛捷,電腦及週邊設備業,565773,484299,345734,16.8230783,63.64401534,565773,345734,63.64401534,去年疫情導致基期低，今年恢復正常
1110217,11101,6209,今國光,光電業,311627,375476,322839,-17.00481522,-3.472938524,311627,322839,-3.472938524,-
1110217,11101,6213,聯茂,電子零組件業,3097231,2752191,2490950,12.53692058,24.33934844,3097231,2490950,24.33934844,-
1110217,11101,6214,精誠,資訊服務業,2549600,3283057,2839395,-22.34067212,-10.20622351,2549600,2839395,-10.20622351,-
1110217,11101,6215,和椿,其他電子業,169327,140836,151902,20.22991281,11.4712117,169327,151902,11.4712117,-
1110217,11101,6216,居易,通信網路業,84233,97405,76611,-13.52291977,9.948962943,84233,76611,9.948962943,-
1110217,11101,6224,聚鼎,電子零組件業,263413,226486,203020,16.30431903,29.74731554,263413,203020,29.74731554,-
1110217,11101,6225,天瀚,光電業,4394,8238,712,-46.66181112,517.1348315,4394,712,517.1348315,行車紀錄器及數位影像產品逐漸發酵所致
1110217,11101,6226,光鼎,光電業,71519,86085,75290,-16.92048557,-5.008633285,71519,75290,-5.008633285,-
1110217,11101,6230,尼得科超眾,電腦及週邊設備業,816901,1312507,830022,-37.76025575,-1.580801473,816901,830022,-1.580801473,-
1110217,11101,6235,華孚,電腦及週邊設備業,301211,316512,240709,-4.834255889,25.13491394,301211,240709,25.13491394,-
1110217,11101,6239,力成,半導體業,7243417,7319725,6093345,-1.042498181,18.87423082,7243417,6093345,18.87423082,-
1110217,11101,6243,迅杰,半導體業,70290,68647,59466,2.393403936,18.20199778,70290,59466,18.20199778,-
1110217,11101,6251,定穎,電子零組件業,1420740,1423234,1178849,-0.175234712,20.51925225,1420740,1178849,20.51925225,-
1110217,11101,6257,矽格,半導體業,1448844,1518590,1197663,-4.59281307,20.97259413,1448844,1197663,20.97259413,-
1110217,11101,6269,台郡,電子零組件業,3272970,4503918,2742251,-27.33060415,19.35340711,3272970,2742251,19.35340711,-
1110217,11101,6271,同欣電,半導體業,1148483,1119986,1011605,2.544406805,13.53077535,1148483,1011605,13.53077535,-
1110217,11101,6277,宏正,電腦及週邊設備業,418304,511586,401629,-18.23388443,4.151841625,418304,401629,4.151841625,-
1110217,11101,6278,台表科,光電業,6303295,6725710,3741820,-6.280600858,68.45532388,6303295,3741820,68.45532388,本月營收及本年累計營收均較去年同期增加，主要是去年疫情影響，各客戶出貨減少，今年因疫情較緩和及新產品量產出貨增加所致。
1110217,11101,6281,全國電,電子通路業,2087743,1549506,1906981,34.73603845,9.478961773,2087743,1906981,9.478961773,-
1110217,11101,6282,康舒,電子零組件業,2086724,1975024,1778605,5.655627476,17.32363285,2086724,1778605,17.32363285,-
1110217,11101,6283,淳安,其他電子業,169022,218227,239074,-22.54762243,-29.30138785,169022,239074,-29.30138785,-
1110217,11101,6285,啟碁,通信網路業,6810634,6955066,5411717,-2.076644564,25.84978113,6810634,5411717,25.84978113,-
1110217,11101,6288,聯嘉,汽車工業,377905,263532,323363,43.4000425,16.86711219,377905,323363,16.86711219,-
1110217,11101,6289,華上,光電業,2740,7491,8728,-63.422774,-68.60678277,2740,8728,-68.60678277,本月營收較去年同期減少，主要係因本月適逢農曆新年假期，影響客戶拉貨動能。
1110217,11101,6405,悅城,光電業,47471,48680,25936,-2.483566146,83.03130783,47471,25936,83.03130783,本月營收較去年同期增加，主要係出貨量增加所致
1110217,11101,6409,旭隼,其他電子業,1544376,1556892,1314826,-0.803909327,17.45858387,1544376,1314826,17.45858387,-
1110217,11101,6412,群電,電子零組件業,3622973,3271303,3620056,10.75015063,0.080578864,3622973,3620056,0.080578864,-
1110217,11101,6414,樺漢,電腦及週邊設備業,7894356,11586117,6074373,-31.86366062,29.96166024,7894356,6074373,29.96166024,-
1110217,11101,6415,矽力-KY,半導體業,1913308,2284021,1454851,-16.23071767,31.5122992,1913308,1454851,31.5122992,-
1110217,11101,6416,瑞祺電通,通信網路業,354265,502070,415107,-29.43912203,-14.65694387,354265,415107,-14.65694387,-
1110217,11101,6426,統新,通信網路業,58172,53387,46750,8.962856126,24.43208556,58172,46750,24.43208556,-
1110217,11101,6431,光麗-KY,光電業,29043,32904,12352,-11.73413567,135.1279145,29043,12352,135.1279145,本月營收，因對轉投資ACIM持有股權達100%，故將ACIM之1月營收合併納入，故造成整體營收大幅上升
1110217,11101,6438,迅得,其他電子業,435310,429966,344169,1.242888973,26.48146695,435310,344169,26.48146695,-
1110217,11101,6442,光聖,通信網路業,252919,188128,286787,34.43984946,-11.80946138,252919,286787,-11.80946138,-
1110217,11101,6443,元晶,光電業,724576,787111,363883,-7.944876898,99.12334459,724576,363883,99.12334459,1月營收較去年同期增加99.12%，主因銷售數量及價格均較為提升。
1110217,11101,6449,鈺邦,電子零組件業,264234,257577,244346,2.584469887,8.139277909,264234,244346,8.139277909,-
1110217,11101,6451,訊芯-KY,半導體業,297927,398778,426404,-25.29001098,-30.13034587,297927,426404,-30.13034587,-
1110217,11101,6456,GIS-KY,光電業,5889763,15030929,8107295,-60.81570873,-27.35230431,5889763,8107295,-27.35230431,-
1110217,11101,6464,台數科,其他,352079,371283,390478,-5.17233485,-9.833844672,352079,390478,-9.833844672,-
1110217,11101,6477,安集,光電業,234449,248585,45871,-5.686586077,411.1050555,234449,45871,411.1050555,本月模組銷售量較去年同期增加，故整體合併營收上升。
1110217,11101,6491,晶碩,生技醫療業,480308,453908,412169,5.816156578,16.53181098,480308,412169,16.53181098,-
1110217,11101,6504,南六,其他,482648,552054,688997,-12.57232082,-29.94918701,482648,688997,-29.94918701,-
1110217,11101,6505,台塑化,油電燃氣業,64423430,60941695,42237786,5.713223106,52.52558456,64423430,42237786,52.52558456,本月營收較去年同期增加50%以上，主係成品油及石化產品價格較去年同期上揚，致營業額增加。
1110217,11101,6515,穎崴,半導體業,314261,276714,199088,13.5688834,57.85029736,314261,199088,57.85029736,訂單增加，營收增加
1110217,11101,6525,捷敏-KY,半導體業,449310,440387,370165,2.026172435,21.38100577,449310,370165,21.38100577,-
1110217,11101,6531,愛普*,半導體業,557185,594486,378920,-6.274495951,47.04555051,557185,378920,47.04555051,-
1110217,11101,6533,晶心科,半導體業,56824,137422,43665,-58.64999782,30.13626474,56824,43665,30.13626474,-
1110217,11101,6541,泰福-KY,生技醫療業,911,1286,0,-29.16018663,,911,0,,本公司各類產品尚在研發階段，目前僅有零星受託研究收入
1110217,11101,6552,易華電,半導體業,210940,210433,231885,0.240931793,-9.032494555,210940,231885,-9.032494555,-
1110217,11101,6558,興能高,其他電子業,133144,135565,195227,-1.785859182,-31.80041695,133144,195227,-31.80041695,-
1110217,11101,6573,虹揚-KY,半導體業,125259,161999,196989,-22.67915234,-36.41320074,125259,196989,-36.41320074,-
1110217,11101,6579,研揚,電腦及週邊設備業,616948,864637,500734,-28.64658811,23.20872958,616948,500734,23.20872958,-
1110217,11101,6581,鋼聯,其他,104792,168877,94593,-37.94773711,10.78198175,104792,94593,10.78198175,-
1110217,11101,6582,申豐,橡膠工業,371330,229537,776922,61.77348314,-52.20498325,371330,776922,-52.20498325,較去年同期減少，主係受市場狀況影響，銷售量及銷售價格減少
1110217,11101,6591,動力-KY,電腦及週邊設備業,186549,202274,156637,-7.774108388,19.09638208,186549,156637,19.09638208,-
1110217,11101,6592,和潤企業,其他,1788175,1745340,1391711,2.454249602,28.48752363,1788175,1391711,28.48752363,-
1110217,11101,6598,ABC-KY,生技醫療業,21257,38500,29030,-44.78701299,-26.77574922,21257,29030,-26.77574922,營收截至2022年1月止較去年同期下降主係因數位生物條碼之銷售減少所致
1110217,11101,6605,帝寶,汽車工業,1434443,1348615,1409054,6.364158785,1.801847197,1434443,1409054,1.801847197,-
1110217,11101,6625,必應,其他,105245,262511,104185,-59.9083467,1.017420934,105245,104185,1.017420934,-
1110217,11101,6641,基士德-KY,其他,169904,221636,157389,-23.34097349,7.951635756,169904,157389,7.951635756,-
1110217,11101,6655,科定,其他,131484,245883,168606,-46.52578665,-22.01701007,131484,168606,-22.01701007,-
1110217,11101,6666,羅麗芬-KY,生技醫療業,57590,112855,56929,-48.96991715,1.1610954,57590,56929,1.1610954,-
1110217,11101,6668,中揚光,光電業,77418,96479,110795,-19.75663098,-30.12500564,77418,110795,-30.12500564,-
1110217,11101,6669,緯穎,電腦及週邊設備業,12704870,21626949,12324604,-41.25445064,3.085421649,12704870,12324604,3.085421649,-
1110217,11101,6670,復盛應用,其他,3262818,2300976,2318351,41.80147902,40.7387406,3262818,2318351,40.7387406,-
1110217,11101,6671,三能-KY,其他,161686,198837,155034,-18.68414832,4.290671724,161686,155034,4.290671724,-
1110217,11101,6672,騰輝電子-KY,電子零組件業,589530,605294,522987,-2.604354248,12.72364323,589530,522987,12.72364323,-
1110217,11101,6674,鋐寶科技,通信網路業,250031,204581,254929,22.21613933,-1.921319269,250031,254929,-1.921319269,-
1110217,11101,6691,洋基工程,其他電子業,750720,1338539,521777,-43.91496998,43.87755689,750720,521777,43.87755689,-
1110217,11101,6698,旭暉應材,其他電子業,74216,114963,61802,-35.4435775,20.08672858,74216,61802,20.08672858,-
1110217,11101,6706,惠特,光電業,605254,575986,378564,5.081373506,59.88155239,605254,378564,59.88155239,因市場需求增溫，出貨暢旺所致
1110217,11101,6715,嘉基,電子零組件業,226855,249926,211040,-9.231132415,7.49384003,226855,211040,7.49384003,-
1110217,11101,6719,力智,半導體業,584518,562786,440100,3.861503307,32.81481481,584518,440100,32.81481481,-
1110217,11101,6743,安普新,其他電子業,712388,517163,240897,37.74922027,195.7230684,712388,240897,195.7230684,本期營收較去年同期增加主要係遊戲耳機出貨量增加所致。
